ECRef,RegulatedEntityName,ReportingPeriodName,RegulatedEntityType,TotalExpenditure,DateIncurred,ExpenseCategoryName,SupplierName,FullAddress,AmountInEngland,AmountInScotland,AmountInWales,AmountInNorthernIreland,DateOfClaimForPayment,DatePaid,RedactedSupportingInvoiceId,RegulatedEntityId,SupplierId,JointCampaignName,UnregisteredCampaignerName,CampaigningName,IsOutsideSection75
SP0527485,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£217.20,01/11/2019,Advertising,Carrick Signs Ltd,"Unit 8 Park Seventeen, Moss Lane, Whitefield, Manchester, M45 8FJ, United Kingdom",£184.85,£20.97,£11.38,£0.00,04/11/2019,22/11/2019,68558.0,90,68070,,,,False
SP0527483,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£653.80,01/07/2019,Overheads and general administration,Calum James Littlemore,"162 Treharris Street, Roath, Cardiff, CF24 3HQ, United Kingdom",£0.00,£0.00,£653.80,£0.00,15/07/2019,25/10/2019,68557.0,90,75252,,,,False
SP0527482,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£653.80,10/06/2019,Overheads and general administration,Calum James Littlemore,"162 Treharris Street, Roath, Cardiff, CF24 3HQ, United Kingdom",£0.00,£0.00,£653.80,£0.00,23/06/2019,04/07/2019,68556.0,90,75252,,,,False
SP0527481,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£326.90,05/08/2019,Overheads and general administration,Calum James Littlemore,"162 Treharris Street, Roath, Cardiff, CF24 3HQ, United Kingdom",£0.00,£0.00,£326.90,£0.00,12/08/2019,30/08/2019,68555.0,90,75252,,,,False
SP0527480,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£326.90,15/07/2019,Overheads and general administration,Calum James Littlemore,"162 Treharris Street, Roath, Cardiff, CF24 3HQ, United Kingdom",£0.00,£0.00,£326.90,£0.00,30/07/2019,16/08/2019,68554.0,90,75252,,,,False
SP0527479,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£326.90,24/06/2019,Overheads and general administration,Calum James Littlemore,"162 Treharris Street, Roath, Cardiff, CF24 3HQ, United Kingdom",£0.00,£0.00,£326.90,£0.00,30/06/2019,04/07/2019,68553.0,90,75252,,,,False
SP0527478,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£326.90,03/06/2019,Overheads and general administration,Calum James Littlemore,"162 Treharris Street, Roath, Cardiff, CF24 3HQ, United Kingdom",£0.00,£0.00,£326.90,£0.00,12/06/2019,21/06/2019,68552.0,90,75252,,,,False
SP0527476,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£307.58,02/11/2019,Overheads and general administration,C.W.E Dairies Ltd,"98 Pancroft, Abridge, Essex, RM4 1DA, United Kingdom",£261.77,£29.70,£16.11,£0.00,30/11/2019,13/01/2020,68551.0,90,75251,,,,False
SP0527475,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,033.20",05/12/2019,Campaign broadcasts,Britespark Films Limited,"1-3 St Peter's Street, Islington, London, N1 8JD, United Kingdom",£879.32,£99.77,£54.11,£0.00,05/12/2019,17/01/2020,68550.0,90,75250,,,,False
SP0527474,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£9,709.80",18/09/2019,Campaign broadcasts,Britespark Films Limited,"1-3 St Peter's Street, Islington, London, N1 8JD, United Kingdom","£8,263.66",£937.61,£508.53,£0.00,18/09/2019,11/10/2019,68549.0,90,75250,,,,False
SP0527473,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£8,209.80",09/09/2019,Campaign broadcasts,Britespark Films Limited,"1-3 St Peter's Street, Islington, London, N1 8JD, United Kingdom","£6,987.07",£792.76,£429.97,£0.00,09/09/2019,12/09/2019,68548.0,90,75250,,,,False
SP0527472,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£36,240.00",09/12/2019,Market research/canvassing,BMG Research Ltd,"Beech House, , Greenfield Cres, Birmingham, B15 3BE, United Kingdom","£30,842.56","£3,499.44","£1,898.00",£0.00,09/12/2019,31/01/2020,68547.0,90,75249,,,,False
SP0527471,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£282.01,01/11/2019,Overheads and general administration,BlueCube Technology Solutions Ltd,"Blackhill drive, Wolverton Mill, Milton Keynes, Buckinghamshire, MK12 5TS, United Kingdom",£240.01,£27.23,£14.77,£0.00,01/11/2019,15/11/2019,68546.0,90,75248,,,,False
SP0527470,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£292.56,01/11/2019,Overheads and general administration,BlueCube Technology Solutions Ltd,"Blackhill drive, Wolverton Mill, Milton Keynes, Buckinghamshire, MK12 5TS, United Kingdom",£248.99,£28.25,£15.32,£0.00,01/11/2019,15/11/2019,68545.0,90,75248,,,,False
SP0527469,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£540.00,25/11/2019,Overheads and general administration,BlueCube Technology Solutions Ltd,"Blackhill drive, Wolverton Mill, Milton Keynes, Buckinghamshire, MK12 5TS, United Kingdom",£459.58,£52.14,£28.28,£0.00,25/11/2019,16/12/2019,68544.0,90,75248,,,,False
SP0527468,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£540.00,03/12/2019,Overheads and general administration,BlueCube Technology Solutions Ltd,"Blackhill drive, Wolverton Mill, Milton Keynes, Buckinghamshire, MK12 5TS, United Kingdom",£459.58,£52.14,£28.28,£0.00,03/12/2019,02/01/2020,68543.0,90,75248,,,,False
SP0527467,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£823.91,01/12/2019,Overheads and general administration,BlueCube Technology Solutions Ltd,"Blackhill drive, Wolverton Mill, Milton Keynes, Buckinghamshire, MK12 5TS, United Kingdom",£701.20,£79.56,£43.15,£0.00,01/12/2019,05/12/2019,68542.0,90,75248,,,,False
SP0527466,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,905.16",01/12/2019,Overheads and general administration,BlueCube Technology Solutions Ltd,"Blackhill drive, Wolverton Mill, Milton Keynes, Buckinghamshire, MK12 5TS, United Kingdom","£1,621.41",£183.97,£99.78,£0.00,01/01/2020,15/01/2020,68541.0,90,75248,,,,False
SP0527465,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£2,504.99",25/11/2019,Overheads and general administration,BlueCube Technology Solutions Ltd,"Blackhill drive, Wolverton Mill, Milton Keynes, Buckinghamshire, MK12 5TS, United Kingdom","£2,131.91",£241.89,£131.19,£0.00,25/11/2019,16/12/2019,68540.0,90,75248,,,,False
SP0527464,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£3,925.24",01/12/2019,Overheads and general administration,BlueCube Technology Solutions Ltd,"Blackhill drive, Wolverton Mill, Milton Keynes, Buckinghamshire, MK12 5TS, United Kingdom","£3,340.63",£379.03,£205.58,£0.00,01/12/2019,16/12/2019,68539.0,90,75248,,,,False
SP0527463,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£4,860.00",12/11/2019,Overheads and general administration,BlueCube Technology Solutions Ltd,"Blackhill drive, Wolverton Mill, Milton Keynes, Buckinghamshire, MK12 5TS, United Kingdom","£4,136.17",£469.30,£254.53,£0.00,12/11/2019,02/12/2019,68538.0,90,75248,,,,False
SP0527462,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,440.00",14/11/2019,Campaign broadcasts,Blind Summit Education,"Unit 1 Grenville Workshops, London, N19 4EH, United Kingdom","£1,225.53",£139.05,£75.42,£0.00,14/11/2019,20/12/2019,68537.0,90,75247,,,,False
SP0527461,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£3,600.00",21/11/2019,Campaign broadcasts,Blind Summit Education,"Unit 1 Grenville Workshops, London, N19 4EH, United Kingdom","£3,063.83",£347.63,£188.54,£0.00,21/11/2019,20/12/2019,68536.0,90,75247,,,,False
SP0527460,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£7,200.00",21/11/2019,Campaign broadcasts,Blind Summit Education,"Unit 1 Grenville Workshops, London, N19 4EH, United Kingdom","£6,127.66",£695.25,£377.09,£0.00,22/11/2019,20/12/2019,68535.0,90,75247,,,,False
SP0527459,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£273.81,10/12/2019,Unsolicited material to electors,Bishops Printers Ltd,"Spa House, Walton Road, Farlington, PORTSMOUTH, PO6 1TR, United Kingdom",£233.03,£26.44,£14.34,£0.00,10/12/2019,16/01/2020,68534.0,90,68288,,,,False
SP0527458,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£299.21,10/12/2019,Unsolicited material to electors,Bishops Printers Ltd,"Spa House, Walton Road, Farlington, PORTSMOUTH, PO6 1TR, United Kingdom",£254.65,£28.89,£15.67,£0.00,10/12/2019,16/01/2020,68533.0,90,68288,,,,False
SP0527457,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£479.50,25/11/2019,Unsolicited material to electors,Bishops Printers Ltd,"Spa House, Walton Road, Farlington, PORTSMOUTH, PO6 1TR, United Kingdom",£408.09,£46.30,£25.11,£0.00,25/11/2019,13/01/2020,68532.0,90,68288,,,,False
SP0527456,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£487.01,10/12/2019,Unsolicited material to electors,Bishops Printers Ltd,"Spa House, Walton Road, Farlington, PORTSMOUTH, PO6 1TR, United Kingdom",£414.47,£47.03,£25.51,£0.00,10/12/2019,16/01/2020,68531.0,90,68288,,,,False
SP0527455,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£536.48,06/12/2019,Unsolicited material to electors,Bishops Printers Ltd,"Spa House, Walton Road, Farlington, PORTSMOUTH, PO6 1TR, United Kingdom",£456.58,£51.80,£28.10,£0.00,06/12/2019,13/01/2020,68530.0,90,68288,,,,False
SP0527454,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£599.40,08/11/2019,Rallies and other events,BAC Enterprises,"Lavender Hill, Battersea, London, SW11 5TN, United Kingdom",£599.40,£0.00,£0.00,£0.00,08/11/2019,22/11/2019,68529.0,90,75246,,,,False
SP0527453,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,509.60",09/11/2019,Rallies and other events,BAC Enterprises,"Lavender Hill, Battersea, London, SW11 5TN, United Kingdom","£1,509.60",£0.00,£0.00,£0.00,11/11/2019,22/11/2019,68528.0,90,75246,,,,False
SP0527452,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£10,374.16",06/11/2019,Rallies and other events,BAC Enterprises,"Lavender Hill, Battersea, London, SW11 5TN, United Kingdom","£10,374.16",£0.00,£0.00,£0.00,06/11/2019,07/11/2019,68527.0,90,75246,,,,False
SP0527451,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£5,180.00",02/09/2019,Rallies and other events,AS For Print Ltd,"Unit H4, Longford Trading Estate, Thomas Street, Stretford, MANCHESTER, ZZ0 0ZZ, United Kingdom","£4,408.51",£500.20,£271.29,£0.00,02/09/2019,04/09/2019,68526.0,90,54381,,,,False
SP0527450,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£950.40,06/12/2019,Advertising,Archant Community Media Ltd,"Prospect House, Norwich, NR1 1RE, United Kingdom",£950.40,£0.00,£0.00,£0.00,06/12/2019,11/12/2019,68525.0,90,68301,,,,False
SP0527449,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£2,400.00",02/12/2019,Advertising,Archant Community Media Ltd,"Prospect House, Norwich, NR1 1RE, United Kingdom","£2,400.00",£0.00,£0.00,£0.00,02/12/2019,02/12/2019,68524.0,90,68301,,,,False
SP0527448,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£3,300.00",02/12/2019,Advertising,Archant Community Media Ltd,"Prospect House, Norwich, NR1 1RE, United Kingdom","£3,300.00",£0.00,£0.00,£0.00,02/12/2019,02/12/2019,68523.0,90,68301,,,,False
SP0527447,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£3,600.00",27/11/2019,Advertising,Archant Community Media Ltd,"Prospect House, Norwich, NR1 1RE, United Kingdom","£3,600.00",£0.00,£0.00,£0.00,27/11/2019,02/12/2019,68522.0,90,68301,,,,False
SP0527446,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£9,000.00",26/11/2019,Advertising,Archant Community Media Ltd,"Prospect House, Norwich, NR1 1RE, United Kingdom","£9,000.00",£0.00,£0.00,£0.00,26/11/2019,04/12/2019,68521.0,90,68301,,,,False
SP0527445,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£283.36,04/11/2019,Overheads and general administration,ADT Fire and Security Plc,"Tyco Park, Grimshaw Lane, Newton Heath, Manchester, M4 2WL, United Kingdom",£241.16,£27.36,£14.84,£0.00,12/11/2019,11/12/2019,68520.0,90,75245,,,,False
SP0527444,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£303.16,05/08/2019,Overheads and general administration,The Adecco Group,"Unit 31 The Pavillions, The Crescent, Solihull Parkway, Birmingham Business Park, B37 7YE, United Kingdom",£258.01,£29.27,£15.88,£0.00,05/11/2019,22/11/2019,68519.0,90,75244,,,,False
SP0527443,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£327.41,30/09/2019,Overheads and general administration,The Adecco Group,"Unit 31 The Pavillions, The Crescent, Solihull Parkway, Birmingham Business Park, B37 7YE, United Kingdom",£278.64,£31.62,£17.15,£0.00,05/11/2019,22/11/2019,68518.0,90,75244,,,,False
SP0527442,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£363.78,16/09/2019,Overheads and general administration,The Adecco Group,"Unit 31 The Pavillions, The Crescent, Solihull Parkway, Birmingham Business Park, B37 7YE, United Kingdom",£309.60,£35.13,£19.05,£0.00,05/11/2019,22/11/2019,68517.0,90,75244,,,,False
SP0527441,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£363.78,23/09/2019,Overheads and general administration,The Adecco Group,"Unit 31 The Pavillions, The Crescent, Solihull Parkway, Birmingham Business Park, B37 7YE, United Kingdom",£309.60,£35.13,£19.05,£0.00,05/11/2019,22/11/2019,68516.0,90,75244,,,,False
SP0527440,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£617.21,11/11/2019,Overheads and general administration,The Adecco Group,"Unit 31 The Pavillions, The Crescent, Solihull Parkway, Birmingham Business Park, B37 7YE, United Kingdom",£525.28,£59.60,£32.33,£0.00,19/11/2019,20/12/2019,68515.0,90,75244,,,,False
SP0527439,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£727.56,09/09/2019,Overheads and general administration,The Adecco Group,"Unit 31 The Pavillions, The Crescent, Solihull Parkway, Birmingham Business Park, B37 7YE, United Kingdom",£619.20,£70.26,£38.10,£0.00,05/11/2019,22/11/2019,68514.0,90,75244,,,,False
SP0527438,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£727.56,02/09/2019,Overheads and general administration,The Adecco Group,"Unit 31 The Pavillions, The Crescent, Solihull Parkway, Birmingham Business Park, B37 7YE, United Kingdom",£619.20,£70.26,£38.10,£0.00,05/11/2019,22/11/2019,68513.0,90,75244,,,,False
SP0527437,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£727.56,26/08/2019,Overheads and general administration,The Adecco Group,"Unit 31 The Pavillions, The Crescent, Solihull Parkway, Birmingham Business Park, B37 7YE, United Kingdom",£619.20,£70.26,£38.10,£0.00,05/11/2019,22/11/2019,68512.0,90,75244,,,,False
SP0527436,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£727.56,26/08/2019,Overheads and general administration,The Adecco Group,"Unit 31 The Pavillions, The Crescent, Solihull Parkway, Birmingham Business Park, B37 7YE, United Kingdom",£619.20,£70.26,£38.10,£0.00,05/11/2019,22/11/2019,68511.0,90,75244,,,,False
SP0527435,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£727.57,09/12/2019,Overheads and general administration,The Adecco Group,"Unit 31 The Pavillions, The Crescent, Solihull Parkway, Birmingham Business Park, B37 7YE, United Kingdom",£619.20,£70.26,£38.11,£0.00,18/02/2020,14/08/2020,68510.0,90,75244,,,,False
SP0527434,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£909.46,11/11/2019,Overheads and general administration,The Adecco Group,"Unit 31 The Pavillions, The Crescent, Solihull Parkway, Birmingham Business Park, B37 7YE, United Kingdom",£774.01,£87.82,£47.63,£0.00,19/11/2019,20/12/2019,68509.0,90,75244,,,,False
SP0527433,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£909.46,04/11/2019,Overheads and general administration,The Adecco Group,"Unit 31 The Pavillions, The Crescent, Solihull Parkway, Birmingham Business Park, B37 7YE, United Kingdom",£774.01,£87.82,£47.63,£0.00,12/11/2019,20/12/2019,68508.0,90,75244,,,,False
SP0527432,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£909.46,18/11/2019,Overheads and general administration,The Adecco Group,"Unit 31 The Pavillions, The Crescent, Solihull Parkway, Birmingham Business Park, B37 7YE, United Kingdom",£774.01,£87.82,£47.63,£0.00,26/11/2019,20/12/2019,68507.0,90,75244,,,,False
SP0527431,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£909.46,02/12/2019,Overheads and general administration,The Adecco Group,"Unit 31 The Pavillions, The Crescent, Solihull Parkway, Birmingham Business Park, B37 7YE, United Kingdom",£774.01,£87.82,£47.63,£0.00,10/12/2019,20/12/2019,68506.0,90,75244,,,,False
SP0527430,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£909.46,25/11/2019,Overheads and general administration,The Adecco Group,"Unit 31 The Pavillions, The Crescent, Solihull Parkway, Birmingham Business Park, B37 7YE, United Kingdom",£774.01,£87.82,£47.63,£0.00,10/12/2019,20/12/2019,68505.0,90,75244,,,,False
SP0527429,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£909.46,16/09/2019,Overheads and general administration,The Adecco Group,"Unit 31 The Pavillions, The Crescent, Solihull Parkway, Birmingham Business Park, B37 7YE, United Kingdom",£774.01,£87.82,£47.63,£0.00,05/11/2019,22/11/2019,68504.0,90,75244,,,,False
SP0527428,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£909.46,09/09/2019,Overheads and general administration,The Adecco Group,"Unit 31 The Pavillions, The Crescent, Solihull Parkway, Birmingham Business Park, B37 7YE, United Kingdom",£774.01,£87.82,£47.63,£0.00,05/11/2019,22/11/2019,68503.0,90,75244,,,,False
SP0527427,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£909.46,02/09/2019,Overheads and general administration,The Adecco Group,"Unit 31 The Pavillions, The Crescent, Solihull Parkway, Birmingham Business Park, B37 7YE, United Kingdom",£774.01,£87.82,£47.63,£0.00,05/11/2019,22/11/2019,68502.0,90,75244,,,,False
